Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,430,1,4,1,1069,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,0,3,2,2,2,2
30,288,2,3,1,117,3,99,2,2,4,4152,15830,1,19,3,1,80,3,11,3,3,11,10,10,8
26,652,7,3,1,1417,3,100,4,1,1,3578,23577,0,12,3,4,80,0,8,2,3,7,7,0,7
48,163,2,5,1,595,2,37,3,2,4,4051,19658,2,14,3,1,80,1,14,2,3,9,7,6,7
48,365,4,5,1,1644,3,89,2,4,4,15202,5602,2,25,4,2,80,1,23,3,3,2,2,2,2
28,895,15,2,1,1102,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,5,2,4,2,2,2
40,458,16,2,1,1340,3,74,3,1,3,3544,8532,9,16,3,2,80,1,6,0,3,4,2,0,0
41,896,6,3,1,298,4,75,3,3,4,13591,14674,3,18,3,3,80,0,16,3,3,1,0,0,0
35,817,1,3,1,1369,4,60,2,2,4,5363,10846,0,12,3,2,80,1,10,0,3,9,7,0,0
28,1366,24,2,1,1082,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,2,10,7,1,9
34,1303,2,4,1,579,4,62,2,1,3,2768,8416,3,12,3,3,80,1,14,3,3,7,3,5,7
53,1436,6,2,1,205,2,34,3,2,3,2306,16047,2,20,4,4,80,1,13,3,1,7,7,4,5
28,1144,10,1,1,1056,4,74,3,1,2,1052,23384,1,22,4,2,80,0,1,5,3,1,0,0,0
22,1123,16,2,1,22,4,96,4,1,4,2935,7324,1,13,3,2,80,2,1,2,2,1,0,0,0
33,117,9,3,1,1238,1,60,3,1,4,2781,6311,0,13,3,2,80,1,15,5,3,14,10,4,10
43,775,15,3,1,754,4,47,2,2,4,6804,23683,3,18,3,3,80,1,7,5,3,2,2,2,2
27,1377,2,3,1,437,4,74,3,2,3,4478,5242,1,11,3,1,80,0,5,3,3,5,4,0,4
42,932,1,2,1,827,4,43,2,2,4,6062,4051,9,13,3,4,80,1,8,4,3,4,3,0,2
27,1420,2,1,1,667,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,3,4,3,0,2
35,138,2,3,1,269,2,37,3,2,2,4425,15986,5,11,3,4,80,0,10,5,3,6,2,1,2
27,269,5,1,1,844,3,42,2,3,4,12808,8842,1,16,3,2,80,1,9,3,3,9,8,0,8
34,419,7,4,1,28,1,53,3,3,2,11994,21293,0,11,3,3,80,0,13,4,3,12,6,2,11
43,957,28,3,1,171,2,72,4,1,3,4739,16090,4,12,3,4,80,0,18,2,3,3,2,1,2
30,231,8,2,1,982,3,62,3,3,3,7264,9977,5,11,3,1,80,1,10,2,4,8,4,7,7
41,549,7,2,1,1025,4,42,3,2,3,5003,23371,6,14,3,2,80,0,8,6,3,2,2,2,1
36,1174,3,4,1,1425,1,99,3,2,2,9278,20763,3,16,3,4,80,0,15,3,3,5,4,0,1
40,300,26,3,1,1066,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,3,2,7,7,7,5
39,592,2,3,1,1458,1,54,2,1,1,3646,17181,2,23,4,2,80,0,11,2,4,1,0,0,0
31,754,26,4,1,1967,1,63,3,2,4,5617,21075,1,11,3,3,80,0,10,4,3,10,7,0,8
44,383,1,5,1,1481,1,79,3,2,3,4768,9282,7,12,3,3,80,1,11,4,2,1,0,0,0
40,107,10,3,1,1239,2,84,2,2,2,6852,11591,7,12,3,2,80,1,7,2,4,5,1,1,3
33,922,1,5,1,612,1,95,4,4,3,16184,22578,4,19,3,3,80,1,10,2,3,6,1,0,5
34,1346,19,2,1,18,2,93,3,1,4,2661,8758,0,11,3,3,80,1,3,2,3,2,2,1,2
